ResponseId,country,hate_definition,hate_definition_cleaned
R_BVYpaNc7PUfbYE9,gbr,Wanting to harm others or take away their rights,Wanting to harm others or take away their rights
R_25LdRV8o2ylafdu,gbr,Someone who threatens people with death and appears to mean it.,Someone who threatens people with death and appears to mean it.
R_2rZcrl6omeBmRwm,gbr,Insulting anyone for any reason using gruesome language or personal attacks,Insulting anyone for any reason using gruesome language or personal attacks
R_7NGOIJXiJ22SF5T,gbr,Personal attack,Personal attack
R_BEx3ZcsdrAwk65j,gbr,"Something which is hateful towards a minority group, race or individual.","Something which is hateful towards a minority group, race or individual."
R_39uigbdL8lOu9X3,gbr,"Hate speech can be offensive, the trouble today is people are too easily offended.","Hate speech can be offensive, the trouble today is people are too easily offended."
R_cA6ACCLfTR6rGYF,gbr,Threats to endanger life,Threats to endanger life
R_CmGn2wAIpSpLLxL,gbr,Where words hold serious threat of violence or harm to someone/people.,Where words hold serious threat of violence or harm to someone/people.
R_1jerqiWZDvDKrLd,gbr,Speech that is discriminatory or disparaging based solely on an immutable characteristic,Speech that is discriminatory or disparaging based solely on an immutable characteristic
R_qLC90Z0rFL148vf,gbr,When it targets an individual group and undermines their right to personal freedoms and liberties.,When it targets an individual group and undermines their right to personal freedoms and liberties.
R_4VCoKGpzJLttMsN,gbr,Speech aimed to actively and consciously insult someone,Speech aimed to actively and consciously insult someone
R_T5D43I9roB8gGB3,gbr,Attacking a person or group of people based on a protected characteristic,Attacking a person or group of people based on a protected characteristic
R_3EEF63RwLOmfoJi,gbr,Something completely out of order threatening another person with actual harm,Something completely out of order threatening another person with actual harm
R_1n3dT272GqUt8pR,gbr,"Specific targetted abuse against a specific characteristic, e.g. sexuality, colour","Specific targetted abuse against a specific characteristic, e.g. sexuality, colour"
R_5mtLUKSXb91tVhT,gbr,Directly calling people to take action often in the form of violence against as group.,Directly calling people to take action often in the form of violence against as group.
R_1OOEQw0P5Q5Nnfc,gbr,"Attacking someone because of their race , gender , sexuality .or threatening an individual .","Attacking someone because of their race , gender , sexuality .or threatening an individual ."
R_2EGKcnd61xaNq5I,gbr,"Non existent, as long as you're not advocating or promoting violence.","Non existent, as long as you're not advocating or promoting violence."
R_2rVnYsITyhpua2f,gbr,That which threatens death or violence and which goes beyond simple hate.,That which threatens death or violence and which goes beyond simple hate.
R_4I8CG8tScSfDgCl,gbr,Any individual that’s targeted by minority groups  that doesn’t agree with there political issues,Any individual that’s targeted by minority groups  that doesn’t agree with there political issues
R_26i09FZXULKT9Gz,gbr,No such thing. Just weak minds.,No such thing. Just weak minds.
R_PTyQRHhEP8N40s9,gbr,No such thing as hate speech as it varies from person to person,No such thing as hate speech as it varies from person to person
R_1ifez47hlOotrGE,gbr,Speech that makes people feel threatend or harrassed,Speech that makes people feel threatend or harrassed
R_2ARWAln1V7eXecz,gbr,Speech that specifically targets a minority in a derogatory manner with the intention to cause harm,Speech that specifically targets a minority in a derogatory manner with the intention to cause harm
R_3psVtm3fhwyE8KK,gbr,"Racism, homophobia, threat of violence","Racism, homophobia, threat of violence"
R_1gHGwkuH6z1IaPU,gbr,I do not agree such a concept exists.,I do not agree such a concept exists.
R_xuwXKgoKLISsoXn,gbr,Nothing. People and groups use the term to control others for their own ends.,Nothing. People and groups use the term to control others for their own ends.
R_2uHxE6exZJPMd65,gbr,"Out and out abuse because of race, colour, politics or religion.","Out and out abuse because of race, colour, politics or religion."
R_QiUyGpxEMtmYYQp,gbr,Offensive/ harmful/ violent speech designed to target a group of people,Offensive/ harmful/ violent speech designed to target a group of people
R_26g7XtBg0xT2Dnw,gbr,Opposing ideas that the entrenched elite have brainwashed the masses into disliking.,Opposing ideas that the entrenched elite have brainwashed the masses into disliking.
R_74gTCIFTOMCtTpv,gbr,When we use the word HATE,When we use the word HATE
R_1Xn1M0xfv7G2nWF,gbr,Anything that describes how another group should be punished or is less important than others,Anything that describes how another group should be punished or is less important than others
R_ZIQo7pJvVrtQWJz,gbr,"If it attacks a particular race, gender, orientation, occupation, belief.","If it attacks a particular race, gender, orientation, occupation, belief."
R_2Vm6v5SwbF24dkk,gbr,Hate speech is generally anything left wingers don’t like being said.,Hate speech is generally anything left wingers don’t like being said.
R_40cMr9sWoGOlybn,gbr,"Words that threaten violence, spread hate and intolerance","Words that threaten violence, spread hate and intolerance"
R_22nySwofFA1G1tg,gbr,Threats of violence or committing illegal acts,Threats of violence or committing illegal acts
R_2YESAvQM5Ro1suJ,gbr,Use of language or stated intent to harm a protected class,Use of language or stated intent to harm a protected class
R_29hokrxb1FlTmiC,gbr,Something that invites a real threat of violence towards someone for a protected characteristic,Something that invites a real threat of violence towards someone for a protected characteristic
R_23axIWUvFRKJLXp,gbr,Language used to incite hatred or violence against people,Language used to incite hatred or violence against people
R_33xNOUQqAbkUT0T,gbr,Hate speech is speech you hate therefore irrelevant in the real world.,Hate speech is speech you hate therefore irrelevant in the real world.
R_3RfoE5n2mGfwhA7,gbr,Hate speech is such a loosely defined thing is should not exist in law at all.,Hate speech is such a loosely defined thing is should not exist in law at all.
R_1dtehk39lc2dGSA,gbr,Speech which threatens or promotes hatred or violence towards particular sections of the community.,Speech which threatens or promotes hatred or violence towards particular sections of the community.
R_2A0zirZNmVKRBM8,gbr,Genuine hatred of immutable characteristics.,Genuine hatred of immutable characteristics.
R_3FQi43yFimLfM0C,gbr,"To malign members of a minority, to spread lies and propergander, to incite violence.","To malign members of a minority, to spread lies and propergander, to incite violence."
R_3EZqYfQZCCg33P0,gbr,When people make threats to others.,When people make threats to others.
R_3fC9mSKbtigBMeX,gbr,A direct threat of violence to any specific group,A direct threat of violence to any specific group
R_2SwrcpoFEedEsCm,gbr,I think Hate speech is when you use derogatory language directed at a persons characteristic ( not just those in the EA-0) to specifically incite or threaten violence.,I think Hate speech is when you use derogatory language directed at a persons characteristic ( not just those in the EA-0) to specifically incite or threaten violence.
R_1Iz4qoVFDt7XvlL,gbr,"Any speech that homogenises a whole group of people by reference to a chatacteristic that they share but have nocontrol over and seriously claims that they share negative traits simply for being part of that group, eg ""all gay people are ****"",  ""all black people are ****"". Also false accusations of a serious nature such as claiming people are paedophiles, or insults that are simply insults aimed at an individual without any surrounding argument, eg ""you're an idiot"".","Any speech that homogenises a whole group of people by reference to a chatacteristic that they share but have nocontrol over and seriously claims that they share negative traits simply for being part of that group, eg ""all gay people are ****"",  ""all black people are ****"". Also false accusations of a serious nature such as claiming people are paedophiles, or insults that are simply insults aimed at an individual without any surrounding argument, eg ""you're an idiot""."
R_3QJJ6Ty3Slktnt0,gbr,"I wouldn’t, I am not sure it is a useful term. It is a form of political doublespeak used by petit-fascists to try and justify censorship and deplatforming people who they find offensive. As the HoL acting as the Supreme Court ruled decades ago, there is no Free Speech without the right to offend. Or to paraphrase Voltaire, to defend free speech we must defend the controversial and the despicable; the point of free speech is not to talk about the weather.","I wouldn’t, I am not sure it is a useful term. It is a form of political doublespeak used by petit-fascists to try and justify censorship and deplatforming people who they find offensive. As the HoL acting as the Supreme Court ruled decades ago, there is no Free Speech without the right to offend. Or to paraphrase Voltaire, to defend free speech we must defend the controversial and the despicable; the point of free speech is not to talk about the weather."
R_1Q3IldxamO3I8zK,gbr,"Speech designed to build hatred or encourage violence against a group for a range of qualities such as sexuality, gender, sex, ethnic background, basically qualities that they have no control over although I'd extend it to religion in some cases.","Speech designed to build hatred or encourage violence against a group for a range of qualities such as sexuality, gender, sex, ethnic background, basically qualities that they have no control over although I'd extend it to religion in some cases."
R_1GxJjll6ENEaelf,gbr,"To me, Hate speech would be advocating and promoting violence against specific people, whether it be on religious, sexual, political or racial.","To me, Hate speech would be advocating and promoting violence against specific people, whether it be on religious, sexual, political or racial."
R_BA4mPPSjxFUNESR,gbr,Directly targeted speech designed to install hatred or encourage violence against a group of individuals,Directly targeted speech designed to install hatred or encourage violence against a group of individuals
R_2eRKBboHb61dKxj,gbr,"Comparing groups to animals, trash/garbage/dirt
Dehumanising language
Threats of violence towards a group
Spreading mis/disinformation to incite hatred","Comparing groups to animals, trash/garbage/dirt Dehumanising language Threats of violence towards a group Spreading mis/disinformation to incite hatred"
R_3DqqdSAGlCyGbnc,gbr,"For me, it's anything which is based on generalised stereotypes or preconceived ideas, often untrue. Eg all men are... all women.... all white people are... these sort of statements are typically hate speech in my experience","For me, it's anything which is based on generalised stereotypes or preconceived ideas, often untrue. Eg all men are... all women.... all white people are... these sort of statements are typically hate speech in my experience"
R_28SzGonZK1ZakoL,gbr,"I define the word as ridiculous.  

People have hated each other for centuries for different reasons.  People will always disagree. Shutting down the flow of free speech an conversation achieves nothing useful and actually creates further hate",I define the word as ridiculous.    People have hated each other for centuries for different reasons.  People will always disagree. Shutting down the flow of free speech an conversation achieves nothing useful and actually creates further hate
R_27VWiM7MVYQ6GiK,gbr,This is hard because I didn’t see any of the conversations as hate speech only people having different views. I do believe there is hate speech but hate speech for me would be along these ‘I hate people who live in xxxx they need to go back to where they came from’. That to me is hate speech.,This is hard because I didn’t see any of the conversations as hate speech only people having different views. I do believe there is hate speech but hate speech for me would be along these ‘I hate people who live in xxxx they need to go back to where they came from’. That to me is hate speech.
R_1CBy0FrpFwgD5FJ,gbr,"I don't recognise the concept of ""hate speech"" or ""offensive speech'. By classifying anything as ""hate speech"" we're limiting freedom of expression. Many of the remarks displayed in this questionnaire are in language that I wouldn't use even if I agree with them but whenever such language is used I ignore it and that's what all of us can do. Those who claim to be hurt by such remarks shouldn't be using social media.","I don't recognise the concept of ""hate speech"" or ""offensive speech'. By classifying anything as ""hate speech"" we're limiting freedom of expression. Many of the remarks displayed in this questionnaire are in language that I wouldn't use even if I agree with them but whenever such language is used I ignore it and that's what all of us can do. Those who claim to be hurt by such remarks shouldn't be using social media."
R_pipDMP9OVD1U0Zb,gbr,"Speech that incites or aggrandises harm to an individual or group, or speech that uses derogatory terms which serve to dehumanise an individual or group.","Speech that incites or aggrandises harm to an individual or group, or speech that uses derogatory terms which serve to dehumanise an individual or group."
R_2SIxRbNriOGGwDo,gbr,"Any comment made in bad faith, that serves no purpose other than ti antagonise a group or particular person.","Any comment made in bad faith, that serves no purpose other than ti antagonise a group or particular person."
R_1n1NBaG2ObDqYmv,gbr,"Something that is nasty and only said out of prejudice to a certain type of person, whether it’s age, sex,disability, colour, sex or religion. Saying things that are cruel and not true just to hurt someone.","Something that is nasty and only said out of prejudice to a certain type of person, whether it’s age, sex,disability, colour, sex or religion. Saying things that are cruel and not true just to hurt someone."
R_3JC0Q67ioUIGWqs,gbr,"A brutal direct verbal attack on someone's identity, beliefs, sexuality, gender, race, nationality or religion.","A brutal direct verbal attack on someone's identity, beliefs, sexuality, gender, race, nationality or religion."
R_1rugVtq4fG83VkA,gbr,"Words that demonstrate intent to do another bodily harm. Threatening speech, not just a comment I don't like.","Words that demonstrate intent to do another bodily harm. Threatening speech, not just a comment I don't like."
R_9AnzYVbM0kSKcVj,gbr,"Hateful comments and threats, intended to hurt, especially ones that invite or call for violence, aimed at minority groups or vulnerable people because they are vulnerable or members of that minority.","Hateful comments and threats, intended to hurt, especially ones that invite or call for violence, aimed at minority groups or vulnerable people because they are vulnerable or members of that minority."
R_1OZBfKsZclLT2eq,gbr,"None of the previous examples except maybe the first one (threat of violence to members of a political party). However, misogyny/sexism, racism, homophobia, transphobia, ableist comments are all hate speech and there needs to be consequences.","None of the previous examples except maybe the first one (threat of violence to members of a political party). However, misogyny/sexism, racism, homophobia, transphobia, ableist comments are all hate speech and there needs to be consequences."
R_2VkY5WasFs4Wubz,gbr,"Hate speech is specificly targeting a group of people by their race, culture, subculture, religion, sexuality, gender and any specific demographics","Hate speech is specificly targeting a group of people by their race, culture, subculture, religion, sexuality, gender and any specific demographics"
R_cIpe0UD3RVmW5Ox,gbr,"I see Hate Speech as extremist views and opinions, regardless the subject, politics, sex, religion. However without seeing the extremist views, how can you challenge them? Society should always be free to speak, even the most extremist views, so that we as a society can challenge and debate those views. 
When Speech goes from debate, to words of personal threats, or personal harrasment, is where those words are no longer helpful and those comments removed.","I see Hate Speech as extremist views and opinions, regardless the subject, politics, sex, religion. However without seeing the extremist views, how can you challenge them? Society should always be free to speak, even the most extremist views, so that we as a society can challenge and debate those views.  When Speech goes from debate, to words of personal threats, or personal harrasment, is where those words are no longer helpful and those comments removed."
R_3oNQhgB4iizIC53,gbr,"Racism, sexism, homophobia, anything attacking someone for their religion (I’m unsure of the proper word for this).","Racism, sexism, homophobia, anything attacking someone for their religion (I’m unsure of the proper word for this)."
R_3hnKLn7nt7IxZ3T,gbr,"It's all perspective, as long as it isn't calls for violence or actively encouraging violence it must be tolerated. We should be the good guys not the Facists or Communists. If that means we have to hear their foul rhetoric then at least we can hold the high ground and point out who these people are.","It's all perspective, as long as it isn't calls for violence or actively encouraging violence it must be tolerated. We should be the good guys not the Facists or Communists. If that means we have to hear their foul rhetoric then at least we can hold the high ground and point out who these people are."
R_2QDLplJagabzwo7,gbr,I don't like the phrase as its too subjective. Too many reasonable opinions are regarded as hate speech,I don't like the phrase as its too subjective. Too many reasonable opinions are regarded as hate speech
R_1EXrQdXVvn8hlYN,gbr,"People attacking others identity, race, gender, etc. I have sw3n people lwttinglo9sein dusabled, callung them skivers and jobshy gome ognored. However, whwn I have responded to someone spreading hate and eventually sworn at then I was silenced.","People attacking others identity, race, gender, etc. I have sw3n people lwttinglo9sein dusabled, callung them skivers and jobshy gome ognored. However, whwn I have responded to someone spreading hate and eventually sworn at then I was silenced."
R_1pssSEgaXAyx8bh,gbr,Something that directly threatens or creates fear and alarm to an individual not a group. Unproven accusations,Something that directly threatens or creates fear and alarm to an individual not a group. Unproven accusations
R_3foPkv2HfD1htzY,gbr,"Speech that is homophobic, racist, sexist, misogynistic, transphobic, or in any other way bigoted.any of the","Speech that is homophobic, racist, sexist, misogynistic, transphobic, or in any other way bigoted.any of the"
R_2SHA0Vp9fs7yfPa,gbr,Hate speech is something that targets an entire group of people or a slur against one individual based on one characteristic,Hate speech is something that targets an entire group of people or a slur against one individual based on one characteristic
R_1NFEAIQMSNrEyn7,gbr,"Offensive or threatening remarks against any group/individual, particularly if that group/individual has a protected characteristic.","Offensive or threatening remarks against any group/individual, particularly if that group/individual has a protected characteristic."
R_2PA3kiXSX6SESRz,gbr,"Any statement that singles out a demographic and suggests they are less worthy than others, especially if it promotes ill feelings or violence.","Any statement that singles out a demographic and suggests they are less worthy than others, especially if it promotes ill feelings or violence."
R_3fJl8KGrXevhM13,gbr,"I see hate speech as any sort of particularly visceral or violent speech directed at a particular group of people, whether said group is a minority or not","I see hate speech as any sort of particularly visceral or violent speech directed at a particular group of people, whether said group is a minority or not"
R_3kyVVfd4ncUxtkD,gbr,There is no such thing as hate speech. It is an idiotic concept. Anyone could construe anything as hateful without context.,There is no such thing as hate speech. It is an idiotic concept. Anyone could construe anything as hateful without context.
R_31XIoO22DWLY7s1,gbr,Sustained statements with the intent to arouse hatred in others for the target group to such a degree that said group are significantly harmed,Sustained statements with the intent to arouse hatred in others for the target group to such a degree that said group are significantly harmed
R_OqCoVetkSXeHUVH,gbr,Speaking from a place of hatred. Which is anyone's right. Hate is a natural emotion an should be allowed to be expressed.,Speaking from a place of hatred. Which is anyone's right. Hate is a natural emotion an should be allowed to be expressed.
R_10NrylrlXSBWtsg,gbr,"Anything which demeans another persons point of view, or has potential to turn people against or harrass them.","Anything which demeans another persons point of view, or has potential to turn people against or harrass them."
R_22ym3FAQOmJrMRU,gbr,"Malicious, threatening of physical consequences, beyond mere words.
“Sticks and stones may break my bones, but names will never hurt me!”","Malicious, threatening of physical consequences, beyond mere words. “Sticks and stones may break my bones, but names will never hurt me!”"
R_3PIgU999QtRqaFw,gbr,"Either suggesting or encouraging others to physically or financially harm others of any specific group regardless or age, sexuality, colour, creed or any other possible group a person could belong to.

I do believe that I’m not responsible for someone else’s feelings.","Either suggesting or encouraging others to physically or financially harm others of any specific group regardless or age, sexuality, colour, creed or any other possible group a person could belong to.  I do believe that I’m not responsible for someone else’s feelings."
R_UWtZ37XpVkVAZEJ,gbr,"Speech or written word that attacks a person or group over protected characteristics, frequently with implicit or explicit threats. 
Hate speech is different from a difference of opinion  in terms of the personal attack involved.","Speech or written word that attacks a person or group over protected characteristics, frequently with implicit or explicit threats.  Hate speech is different from a difference of opinion  in terms of the personal attack involved."
R_2Tw60iTYK1HY9bJ,gbr,"Speech that encourages others to join in (on social media & in person) promoting hate speech to intimidate, harass, frighten others.","Speech that encourages others to join in (on social media & in person) promoting hate speech to intimidate, harass, frighten others."
R_2CpJcwkGk2CuKMU,gbr,"Ignorant or uneducated comments directed at any group.
By ignorant and uneducated I do not refer to a level of education but rather a comment lacking research, knowledge and critical thought.
An alternative definition if you will...a term used to create and maintain division amongst the masses distracting society from coming together against the atrocities of those in power whom control the money and the media.","Ignorant or uneducated comments directed at any group. By ignorant and uneducated I do not refer to a level of education but rather a comment lacking research, knowledge and critical thought. An alternative definition if you will...a term used to create and maintain division amongst the masses distracting society from coming together against the atrocities of those in power whom control the money and the media."
R_25MEpKy8iCjPsKm,gbr,"Grossly offensive, threatening or harassing speech directed at a particular disadvantaged group in society which (taken together with other hate speech) constitutes an obstacle to the normal enjoyment of life (e.g. Through contributing to anxiety, depression, fear, paranoia, etc, or through active encouragement of violence, harassment, discrimination, etc). Voicing an opinion that e.g. 'Gay people will go to hell' is not hate speech in itself, but it is if done in a fashion and/or context that is aggressive, haranguing, etc.","Grossly offensive, threatening or harassing speech directed at a particular disadvantaged group in society which (taken together with other hate speech) constitutes an obstacle to the normal enjoyment of life (e.g. Through contributing to anxiety, depression, fear, paranoia, etc, or through active encouragement of violence, harassment, discrimination, etc). Voicing an opinion that e.g. 'Gay people will go to hell' is not hate speech in itself, but it is if done in a fashion and/or context that is aggressive, haranguing, etc."
R_1OSLfLoRNI1S4BG,gbr,"hate or violent words that are directed towards minority groups involving race/gender/religion/sexual orientation etc etc.
e.g slurs.",hate or violent words that are directed towards minority groups involving race/gender/religion/sexual orientation etc etc. e.g slurs.
R_3FJKvLwcz7R91m4,gbr,"Nothing should be defined as hate speech. It's too open to interpretation, and it's wrong to consider something more or less offensive, or more or less of a crime, depending on who's involved. Everyone should be treated the same by the law and by social media companies.","Nothing should be defined as hate speech. It's too open to interpretation, and it's wrong to consider something more or less offensive, or more or less of a crime, depending on who's involved. Everyone should be treated the same by the law and by social media companies."
R_2EnNTRqG1EeC9UQ,gbr,"I don’t believe in the concept of hate speech. Although there can be hateful speech, the term hate speech is often used to describe arguments and ideas that are politically unpopular rather than speech that is genuinely hateful. Therefore, having a term that differentiates different types of speech in a legal sense only serves to empower the ruling political thought of the day, which is ultimately counterproductive in a functioning and healthy liberal democracy.","I don’t believe in the concept of hate speech. Although there can be hateful speech, the term hate speech is often used to describe arguments and ideas that are politically unpopular rather than speech that is genuinely hateful. Therefore, having a term that differentiates different types of speech in a legal sense only serves to empower the ruling political thought of the day, which is ultimately counterproductive in a functioning and healthy liberal democracy."
R_DNrjkSy2E1gSPHr,gbr,"People these days are too afraid to share their opinion for fear of retribution.  Ridiculous,  you should be able to give your opinion about anything,  even if upsets the sensitive little snowflakes","People these days are too afraid to share their opinion for fear of retribution.  Ridiculous,  you should be able to give your opinion about anything,  even if upsets the sensitive little snowflakes"
R_tSTPzzOzjuNDmfL,gbr,"Making offensive remarks to or threatening a section of society or someone who they consider ""different"" to what they think of as normal","Making offensive remarks to or threatening a section of society or someone who they consider ""different"" to what they think of as normal"
R_1Ea5PFuU3Ab1sMX,gbr,Speech that indicates hurtful and offensive views against protected characteristics as well as being threatening or inciting violence,Speech that indicates hurtful and offensive views against protected characteristics as well as being threatening or inciting violence
R_5C0b9ktYsxaTBK1,gbr,"Speech that targets a group with the intent of making them feel unsafe, distressed, or encouraging violence against that group.","Speech that targets a group with the intent of making them feel unsafe, distressed, or encouraging violence against that group."
R_2al7GS6f3dXib8C,gbr,"Hate speech is language that attacks protected characteristics such as race, gender and religion with the intent of causing harm - including violent language such as slurs or threats due to identity.","Hate speech is language that attacks protected characteristics such as race, gender and religion with the intent of causing harm - including violent language such as slurs or threats due to identity."
R_2akOOjZYah68kva,gbr,Blanket statements about groups of people in society that encourages discrimination and violence against that group.,Blanket statements about groups of people in society that encourages discrimination and violence against that group.
R_cMS2ZehIgOTgiat,gbr,"Speech that explicitly, sincerely and directly advocates for a realistic act of physical violence against another, or otherwise explicitly, sincerely and directly advocates for actions that are intended to materially harm another. Reputational harm is only covered if also untrue","Speech that explicitly, sincerely and directly advocates for a realistic act of physical violence against another, or otherwise explicitly, sincerely and directly advocates for actions that are intended to materially harm another. Reputational harm is only covered if also untrue"
R_2tFOPtzwanxhZIJ,gbr,Creating a whole website on intensely hating on an innocent group of people and trying to convince everyone that it's factually true when it isn't.,Creating a whole website on intensely hating on an innocent group of people and trying to convince everyone that it's factually true when it isn't.
R_SAAKKkFR1q1B2RX,gbr,"Person the person interaction, where one person uses speech specifically about the other person as a means to antagonise them.","Person the person interaction, where one person uses speech specifically about the other person as a means to antagonise them."
R_BKbQw9WIkYH61Db,gbr,I would define hate speech to be something that particularly invites violence or harm to be committed against a person or group,I would define hate speech to be something that particularly invites violence or harm to be committed against a person or group
R_27kuB8vzKMk9v6q,gbr,"To me, hate speech is anything that derogatory directed towards one or many people, especially when what they are saying is meant to be horrible.","To me, hate speech is anything that derogatory directed towards one or many people, especially when what they are saying is meant to be horrible."
R_1Bw5ashOps4iaop,gbr,Speech which suggests that harm should come to people on the basis of membership of any group and because of that membership. Speech aimed at harming individuals who might be named and identified,Speech which suggests that harm should come to people on the basis of membership of any group and because of that membership. Speech aimed at harming individuals who might be named and identified
R_pEimRIPeYQmfFXH,gbr,"abusive or threatening speech against a particular group such as race, religion or sexual orientation","abusive or threatening speech against a particular group such as race, religion or sexual orientation"
R_1IiMAsdnwcTjI0e,gbr,"Any comment used to imply inferiority of a certain group of people including threatening language, as well as any comment used to purposely demean someone based on uncontrollable characteristics. Basically bullying specific to a group of individuals.","Any comment used to imply inferiority of a certain group of people including threatening language, as well as any comment used to purposely demean someone based on uncontrollable characteristics. Basically bullying specific to a group of individuals."
R_eGbsjA6ASwRV8qd,gbr,"Hate speech is when someone uses words of a racist or sexist etc, to belittle someone as a response to a argument, topic or just in general discourse.","Hate speech is when someone uses words of a racist or sexist etc, to belittle someone as a response to a argument, topic or just in general discourse."
R_26hHPbsp32S32FD,gbr,When there is a specific threat of violence towards a group or individual based on superficial traits,When there is a specific threat of violence towards a group or individual based on superficial traits
R_9XDYihorlFPGkMh,gbr,Suggesting violence should be inflicted on these people. Bigoted criticism of their rights to exist without harassment.,Suggesting violence should be inflicted on these people. Bigoted criticism of their rights to exist without harassment.
R_3gS1ZS7eQpylcAJ,gbr,"Targeted bullying, threats to an individual.
Specifically discrimination / violence to any individual.","Targeted bullying, threats to an individual. Specifically discrimination / violence to any individual."
R_116ZeTM8KqbMcbH,gbr,Hate is where there is no value in the comment other than to cause division over a protected characteristic.,Hate is where there is no value in the comment other than to cause division over a protected characteristic.
R_1NgJBTnXKOIatne,gbr,"That which threatens to kill, maim, or instil fear. Personal attacks on perceived weakness. Attempts to control or coerce.","That which threatens to kill, maim, or instil fear. Personal attacks on perceived weakness. Attempts to control or coerce."
R_3J9o3nXpBjLe5xo,gbr,"Whilst a general definition of hate speech might be based on disagreement with an individual's immutable characteristics I still do not believe in hate speech per se

It is simply speech which can be be classified subjectively, similar to earlier questions which reference 'offensive speech', what quantifies 'offensive?","Whilst a general definition of hate speech might be based on disagreement with an individual's immutable characteristics I still do not believe in hate speech per se  It is simply speech which can be be classified subjectively, similar to earlier questions which reference 'offensive speech', what quantifies 'offensive?"
R_2DNxcp6nsxbdcu7,gbr,"Speech that expresses hate against an individual or group of people, such that a reasonable person would feel threatened.","Speech that expresses hate against an individual or group of people, such that a reasonable person would feel threatened."
R_paTKLfirobJ4pdD,gbr,"These people who express hate through speech, are not acting on the hate. It’s natural for humans to judge it should be ok to have an opinion that is not the norm. You have to go a long way before I think hate speech is anything but stupidity and you can educate stupid you can’t legislate stupid out of people.","These people who express hate through speech, are not acting on the hate. It’s natural for humans to judge it should be ok to have an opinion that is not the norm. You have to go a long way before I think hate speech is anything but stupidity and you can educate stupid you can’t legislate stupid out of people."
R_TgWLLfq96bgjktz,gbr,"When people are very obviously being racist, misogynistic, homophonic or generally hateful towards a minority group. I do think some things are taken out of context easily though and not everyone means to be hateful when they say certain things","When people are very obviously being racist, misogynistic, homophonic or generally hateful towards a minority group. I do think some things are taken out of context easily though and not everyone means to be hateful when they say certain things"
R_300mTRRnpxErPge,gbr,"Speech that threatens violence to a particular group, even if the author was speaking metaphorically.","Speech that threatens violence to a particular group, even if the author was speaking metaphorically."
R_2abFDMsMolwGVpN,gbr,"Unjust, generalised and assumptive statements that aim to incite harm on people that bare no connection to the poster of the initial statement.","Unjust, generalised and assumptive statements that aim to incite harm on people that bare no connection to the poster of the initial statement."
R_3s6oUhN7DzoOKNU,gbr,"I think hate speech is anything overtly racist, sexist or cruel. Particularly if it encourages others to join in verbal or physical attacks. For example nasty comments about ethnic origin homeless people, disabled people, disfigured people, women etc. Hate speech is directed towsrds those who are protected by laws such as equal pay act, sex discimination act, disability discrimination act.","I think hate speech is anything overtly racist, sexist or cruel. Particularly if it encourages others to join in verbal or physical attacks. For example nasty comments about ethnic origin homeless people, disabled people, disfigured people, women etc. Hate speech is directed towsrds those who are protected by laws such as equal pay act, sex discimination act, disability discrimination act."
R_28SUdmBQlpaEZPa,gbr,"I don’t have any particular definition of what constitutes ‘hate speech’. It’s too general a statement that can be easily applied to anything. It would be better to encourage people to get their priorities in order.
If you don’t like what’s being said, don’t read it, stop engaging with people who for whatever reason feel the need to be unkind, rude and disrespectful.","I don’t have any particular definition of what constitutes ‘hate speech’. It’s too general a statement that can be easily applied to anything. It would be better to encourage people to get their priorities in order. If you don’t like what’s being said, don’t read it, stop engaging with people who for whatever reason feel the need to be unkind, rude and disrespectful."
R_3GvTiYmK52plJhm,gbr,"Hate speech threatens physical harm against others or incites physical harm against others. E.g. ""I think you should die and I would happily shove a pick into your head"", could be hate speech, although it still generally implies an opinion. ""I am going to beat you with a cricket bat"", however, is a threat and would constitute hate speech.
Saying you don't like something is not hate speech. E.g. ""Gay marriage should not be legal"" is not hate speech. ""There are only 2 genders"" is not hate speech. These may be unpopular opinions, but they open discussion and debate. You cannot categorise something as hate speech just because it offends someone, or otherwise you have to censor a lot of speech.","Hate speech threatens physical harm against others or incites physical harm against others. E.g. ""I think you should die and I would happily shove a pick into your head"", could be hate speech, although it still generally implies an opinion. ""I am going to beat you with a cricket bat"", however, is a threat and would constitute hate speech. Saying you don't like something is not hate speech. E.g. ""Gay marriage should not be legal"" is not hate speech. ""There are only 2 genders"" is not hate speech. These may be unpopular opinions, but they open discussion and debate. You cannot categorise something as hate speech just because it offends someone, or otherwise you have to censor a lot of speech."
R_3lJl47GC0gIzqbL,gbr,Comments that attack a group for shared charicteristics. Posts that are threatening personally derogatory like calling someone names because of sexuality. Posts that are threatening or verbally aggressive,Comments that attack a group for shared charicteristics. Posts that are threatening personally derogatory like calling someone names because of sexuality. Posts that are threatening or verbally aggressive
R_6D4PEowZLXjoD2p,gbr,"Where is a direct and REAL threat of physical harm to. Person of a minority group, such as a threat to kill or rape","Where is a direct and REAL threat of physical harm to. Person of a minority group, such as a threat to kill or rape"
R_302DpxAfgWIgvu4,gbr,Speech conveying generalised discrimination or threats based on an immutable characteristic. Hate speech should not include religion or political belief.,Speech conveying generalised discrimination or threats based on an immutable characteristic. Hate speech should not include religion or political belief.
